Timestamp,Current Price,1D Price,1W Price,1M Price,1Y Price,YTD Price
2025-05-10T22:51:33.011759,1905.645,2030.8828571428571,2030.8828571428571,2030.8828571428571,2131.958095238095,1921.3577272727273
2025-05-10T22:51:33.367676,1905.645,2030.8828571428571,2030.8828571428571,2030.8828571428571,2131.958095238095,1921.3577272727273
2025-05-10T22:51:33.680152,1905.645,2030.8828571428571,2030.8828571428571,2030.8828571428571,2131.958095238095,1921.3577272727273
2025-05-10T22:53:47.988072,1905.645,2030.8828571428571,2030.8828571428571,2030.8828571428571,2131.958095238095,1921.3577272727273
2025-05-10T22:53:48.059586,1905.645,2030.8828571428571,2030.8828571428571,2030.8828571428571,2131.958095238095,1921.3577272727273
2025-05-10T22:54:14.177410,1905.645,2030.8828571428571,2030.8828571428571,2030.8828571428571,2131.958095238095,1921.3577272727273
2025-05-10T22:54:28.729680,1905.645,2030.8828571428571,2030.8828571428571,2030.8828571428571,2131.958095238095,1921.3577272727273
2025-05-10T23:02:29.060883,1905.645,2030.8828571428571,2030.8828571428571,2030.8828571428571,2131.958095238095,1921.3577272727273
2025-05-10T23:03:11.658992,1905.645,2030.8828571428571,2030.8828571428571,2030.8828571428571,2131.958095238095,1921.3577272727273
2025-05-10T23:03:31.219964,1905.645,2030.8828571428571,2030.8828571428571,2030.8828571428571,2131.958095238095,1921.3577272727273
2025-05-10T23:03:42.702712,1986.19,1935.18,1919.29,1813.94,1911.12,1911.12
2025-05-10T23:04:00.920471,1942.0375,1944.9900000000002,1944.9900000000002,1938.536,2130.954,1910.9675
2025-05-10T23:05:16.985179,1986.19,1935.18,1919.29,1813.94,1911.12,1911.12
2025-05-10T23:12:25.381104,1905.645,2030.8828571428571,2030.8828571428571,2030.8828571428571,2131.958095238095,1921.3577272727273
2025-05-10T23:12:41.377476,1986.19,1935.18,1919.29,1813.94,2189.2,1905.27
2025-05-10T23:23:03.950581,1905.645,2030.8828571428571,2030.8828571428571,2030.8828571428571,2131.958095238095,1921.3577272727273
2025-05-10T23:23:27.113145,1986.19,1935.18,1919.29,1813.94,2189.2,1905.27
2025-05-10T23:25:50.195075,1986.19,1935.18,1919.29,1813.94,2189.2,1905.27
2025-05-10T23:28:32.915124,1905.645,2030.8828571428571,2030.8828571428571,2030.8828571428571,2131.958095238095,1921.3577272727273
2025-05-10T23:28:48.855331,1986.19,1935.18,1919.29,1813.94,2189.2,1905.27
2025-05-10T23:29:14.672065,1986.19,1935.18,1919.29,1813.94,2189.2,1905.27
2025-05-10T23:29:57.547674,1986.19,1935.18,1919.29,1813.94,2189.2,1905.27
2025-05-10T23:30:14.775523,1986.19,1935.18,1919.29,1813.94,2189.2,1905.27
2025-05-10T23:47:56.686128,1905.645,2030.8828571428571,2030.8828571428571,2030.8828571428571,2131.958095238095,1921.3577272727273
2025-05-10T23:48:28.917244,1905.645,2030.8828571428571,2030.8828571428571,2030.8828571428571,2131.958095238095,1921.3577272727273
2025-05-10T23:48:30.821749,1905.645,2030.8828571428571,2030.8828571428571,2030.8828571428571,2131.958095238095,1921.3577272727273
2025-05-10T23:48:37.578804,1986.19,1935.18,1919.29,1813.94,2189.2,1905.27
2025-05-10T23:49:43.284365,1986.19,1935.18,1919.29,1813.94,2189.2,1905.27
2025-05-10T23:51:25.755694,1986.19,1935.18,1919.29,1813.94,2189.2,1905.27
2025-05-11T10:07:18.370185,1905.645,2030.8828571428571,2030.8828571428571,2030.8828571428571,2131.958095238095,1921.3577272727273
2025-05-11T12:03:20.367185,1905.645,2030.8828571428571,2030.8828571428571,2030.8828571428571,2131.958095238095,1921.3577272727273
2025-05-11T12:40:00.055488,1905.645,2030.8828571428571,2030.8828571428571,2030.8828571428571,2131.958095238095,1921.3577272727273
2025-05-11T12:41:13.148881,1986.19,1935.18,1919.29,1813.94,2189.2,1905.27
2025-05-11T12:41:36.101539,1942.0375,1944.9900000000002,1944.9900000000002,1938.536,2166.428,1910.9675
2025-05-11T12:41:54.768909,1905.645,2030.8828571428571,2030.8828571428571,2030.8828571428571,2131.958095238095,1921.3577272727273
2025-05-11T12:42:23.507212,1986.19,1935.18,1919.29,1813.94,2189.2,1905.27
2025-05-11T12:44:57.678309,1905.645,2030.8828571428571,2030.8828571428571,2030.8828571428571,2131.958095238095,1921.3577272727273
2025-05-11T13:00:52.147864,1905.645,2030.8828571428571,2030.8828571428571,2030.8828571428571,2131.958095238095,1921.3577272727273
2025-05-11T13:01:35.883872,1986.19,1935.18,1919.29,1813.94,2189.2,1905.27
2025-05-11T13:03:57.688162,1905.645,2030.8828571428571,2030.8828571428571,2030.8828571428571,2131.958095238095,1921.3577272727273
2025-05-11T13:09:26.780943,1905.645,2030.8828571428571,2030.8828571428571,2030.8828571428571,2131.958095238095,1921.3577272727273
2025-05-11T13:10:08.498984,1986.19,1935.18,1919.29,1813.94,2189.2,1905.27
2025-05-11T13:13:43.934397,1905.645,2030.8828571428571,2030.8828571428571,2030.8828571428571,2131.958095238095,1921.3577272727273
2025-05-11T13:14:27.358433,1986.19,1935.18,1919.29,1813.94,2189.2,1905.27
2025-05-11T13:18:42.507023,1905.645,2030.8828571428571,2030.8828571428571,2030.8828571428571,2131.958095238095,1921.3577272727273
2025-05-11T13:19:09.433380,1986.19,1935.18,1919.29,1813.94,2189.2,1905.27
