Timestamp,Current Price,1D Price,1W Price,1M Price,1Y Price,YTD Price
2025-05-10T22:51:42.296229,97.69045454545454,99.5147619047619,99.5147619047619,99.5147619047619,101.68636363636364,99.65227272727272
2025-05-10T22:51:42.410149,97.69045454545454,99.5147619047619,99.5147619047619,99.5147619047619,101.68636363636364,99.65227272727272
2025-05-10T22:51:42.537498,97.69045454545454,99.5147619047619,99.5147619047619,99.5147619047619,101.68636363636364,99.65227272727272
2025-05-10T22:53:57.052382,1891.6217679522206,1900.1852568740803,1900.1852568740803,1900.1852568740803,1981.9994193250675,1915.68096531261
2025-05-10T22:53:58.706950,97.69045454545454,99.5147619047619,99.5147619047619,99.5147619047619,101.68636363636364,99.65227272727272
2025-05-10T22:54:20.962032,97.69045454545454,99.5147619047619,99.5147619047619,99.5147619047619,101.68636363636364,99.65227272727272
2025-05-10T22:54:36.529965,97.69045454545454,99.5147619047619,99.5147619047619,99.5147619047619,101.68636363636364,99.65227272727272
2025-05-10T23:02:37.832289,97.69045454545454,99.5147619047619,99.5147619047619,99.5147619047619,101.68636363636364,99.65227272727272
2025-05-10T23:03:19.710158,97.69045454545454,99.5147619047619,99.5147619047619,99.5147619047619,101.68636363636364,99.65227272727272
2025-05-10T23:03:40.488424,97.69045454545454,99.5147619047619,99.5147619047619,99.5147619047619,101.68636363636364,99.65227272727272
2025-05-10T23:03:49.208384,96.93,96.52,95.73,93.99,102.36,102.36
2025-05-10T23:04:07.835029,97.168,96.404,96.404,100.872,102.51400000000001,98.41
2025-05-10T23:05:22.588177,96.93,96.52,95.73,93.99,102.36,102.36
2025-05-10T23:12:33.128603,97.69045454545454,99.5147619047619,99.5147619047619,99.5147619047619,101.68636363636364,99.65227272727272
2025-05-10T23:12:47.197300,96.93,96.52,95.73,93.99,107.48,99.33
2025-05-10T23:23:12.344727,97.69045454545454,99.5147619047619,99.5147619047619,99.5147619047619,101.68636363636364,99.65227272727272
2025-05-10T23:23:33.383018,96.93,96.52,95.73,93.99,107.48,99.33
2025-05-10T23:25:56.500092,96.93,96.52,95.73,93.99,107.48,99.33
2025-05-10T23:28:41.020946,97.69045454545454,99.5147619047619,99.5147619047619,99.5147619047619,101.68636363636364,99.65227272727272
2025-05-10T23:28:55.234387,96.93,96.52,95.73,93.99,107.48,99.33
2025-05-10T23:29:20.481807,96.93,96.52,95.73,93.99,107.48,99.33
2025-05-10T23:30:04.212802,96.93,96.52,95.73,93.99,107.48,99.33
2025-05-10T23:30:20.853179,96.93,96.52,95.73,93.99,107.48,99.33
2025-05-10T23:48:07.674869,97.69045454545454,99.5147619047619,99.5147619047619,99.5147619047619,101.68636363636364,99.65227272727272
2025-05-10T23:48:37.319098,1875.9492091700006,1888.3483869279644,1888.3483869279644,1888.3483869279644,1964.181667164823,1893.6016643351168
2025-05-10T23:48:40.895103,1877.8575052457527,1884.2541154966839,1884.2541154966839,1884.2541154966839,1979.910084295739,1898.888053649518
2025-05-10T23:48:45.176607,96.93,96.52,95.73,93.99,107.48,99.33
2025-05-10T23:49:49.320893,96.93,96.52,95.73,93.99,107.48,99.33
2025-05-10T23:51:35.426945,1879.778503656277,1888.484087905298,1888.484087905298,1888.484087905298,1960.6935640704478,1907.1400552872958
2025-05-10T23:51:36.950468,96.93,96.52,95.73,93.99,107.48,99.33
2025-05-10T23:51:38.100241,1886.4582406314714,1888.3491048730168,1888.3491048730168,1888.3491048730168,1974.4372789215874,1907.107521671036
2025-05-10T23:51:39.991718,1897.1980438313087,1891.3608830491337,1891.3608830491337,1891.3608830491337,1979.938191872847,1907.0180498031589
2025-05-10T23:51:41.353262,1870.2863247875773,1889.715497414886,1889.715497414886,1889.715497414886,1966.7029045992203,1903.777197088805
2025-05-10T23:51:43.317809,1879.6303866338858,1887.7256732359026,1887.7256732359026,1887.7256732359026,1968.6435640826955,1912.4481228942611
2025-05-10T23:51:45.374946,96.93,96.52,95.73,93.99,107.48,99.33
2025-05-10T23:51:45.428234,96.93,96.52,95.73,93.99,107.48,99.33
2025-05-10T23:51:46.661323,96.93,96.52,95.73,93.99,107.48,99.33
2025-05-10T23:51:46.703453,96.93,96.52,95.73,93.99,107.48,99.33
2025-05-10T23:51:49.807510,96.93,96.52,95.73,93.99,107.48,99.33
2025-05-10T23:51:52.213829,1868.853442321514,1884.4688274558082,1884.4688274558082,1884.4688274558082,1959.4104484801062,1909.3275152215058
2025-05-10T23:51:55.172608,1878.118404946832,1880.2063747271384,1880.2063747271384,1880.2063747271384,1966.8266134806242,1897.6760343940211
2025-05-10T23:51:55.727103,96.93,96.52,95.73,93.99,107.48,99.33
2025-05-10T23:51:56.260967,1880.7600875743392,1890.6319791764051,1890.6319791764051,1890.6319791764051,1979.984599462344,1906.2871086847026
2025-05-11T10:07:26.316082,97.69045454545454,99.5147619047619,99.5147619047619,99.5147619047619,101.68636363636364,99.65227272727272
2025-05-11T12:03:29.193886,97.69045454545454,99.5147619047619,99.5147619047619,99.5147619047619,101.68636363636364,99.65227272727272
2025-05-11T12:40:08.877760,97.69045454545454,99.5147619047619,99.5147619047619,99.5147619047619,101.68636363636364,99.65227272727272
2025-05-11T12:41:19.916192,96.93,96.52,95.73,93.99,107.48,99.33
2025-05-11T12:41:42.597374,97.168,96.404,96.404,100.872,108.05,98.41
2025-05-11T12:42:02.033675,97.69045454545454,99.5147619047619,99.5147619047619,99.5147619047619,101.68636363636364,99.65227272727272
2025-05-11T12:42:29.680755,96.93,96.52,95.73,93.99,107.48,99.33
