Timestamp,Current Price,1D Price,1W Price,1M Price,1Y Price,YTD Price
2025-05-10T22:51:32.610136,15118.5785,16048.201904761905,16048.201904761905,16048.201904761905,18206.856666666667,15394.137272727274
2025-05-10T22:51:32.903250,15118.5785,16048.201904761905,16048.201904761905,16048.201904761905,18206.856666666667,15394.137272727274
2025-05-10T22:51:33.234384,15118.5785,16048.201904761905,16048.201904761905,16048.201904761905,18206.856666666667,15394.137272727274
2025-05-10T22:53:47.628638,15118.5785,16048.201904761905,16048.201904761905,16048.201904761905,18206.856666666667,15394.137272727274
2025-05-10T22:53:47.677801,15118.5785,16048.201904761905,16048.201904761905,16048.201904761905,18206.856666666667,15394.137272727274
2025-05-10T22:54:13.860946,15118.5785,16048.201904761905,16048.201904761905,16048.201904761905,18206.856666666667,15394.137272727274
2025-05-10T22:54:28.236187,15118.5785,16048.201904761905,16048.201904761905,16048.201904761905,18206.856666666667,15394.137272727274
2025-05-10T23:02:28.592116,15118.5785,16048.201904761905,16048.201904761905,16048.201904761905,18206.856666666667,15394.137272727274
2025-05-10T23:03:11.211943,15118.5785,16048.201904761905,16048.201904761905,16048.201904761905,18206.856666666667,15394.137272727274
2025-05-10T23:03:30.821672,15118.5785,16048.201904761905,16048.201904761905,16048.201904761905,18206.856666666667,15394.137272727274
2025-05-10T23:03:42.397034,15620.98,15362.9,15286.99,13874.98,15341.34,15341.34
2025-05-10T23:04:00.565352,15456.0625,15266.288,15266.288,15478.496,16206.914,15009.805
2025-05-10T23:05:16.708680,15620.98,15362.9,15286.99,13874.98,15341.34,15341.34
2025-05-10T23:12:25.051529,15118.5785,16048.201904761905,16048.201904761905,16048.201904761905,18206.856666666667,15394.137272727274
2025-05-10T23:12:41.083283,15620.98,15362.9,15286.99,13874.98,18860.58,14851.94
2025-05-10T23:23:03.606499,15118.5785,16048.201904761905,16048.201904761905,16048.201904761905,18206.856666666667,15394.137272727274
2025-05-10T23:23:26.811051,15620.98,15362.9,15286.99,13874.98,18860.58,14851.94
2025-05-10T23:25:49.909281,15620.98,15362.9,15286.99,13874.98,18860.58,14851.94
2025-05-10T23:28:32.568157,15118.5785,16048.201904761905,16048.201904761905,16048.201904761905,18206.856666666667,15394.137272727274
2025-05-10T23:28:48.433285,15620.98,15362.9,15286.99,13874.98,18860.58,14851.94
2025-05-10T23:29:14.393651,15620.98,15362.9,15286.99,13874.98,18860.58,14851.94
2025-05-10T23:29:57.195642,15620.98,15362.9,15286.99,13874.98,18860.58,14851.94
2025-05-10T23:30:14.410918,15620.98,15362.9,15286.99,13874.98,18860.58,14851.94
2025-05-10T23:47:56.336612,15118.5785,16048.201904761905,16048.201904761905,16048.201904761905,18206.856666666667,15394.137272727274
2025-05-10T23:48:28.487186,15118.5785,16048.201904761905,16048.201904761905,16048.201904761905,18206.856666666667,15394.137272727274
2025-05-10T23:48:30.453868,15118.5785,16048.201904761905,16048.201904761905,16048.201904761905,18206.856666666667,15394.137272727274
2025-05-10T23:48:37.178474,1870.2829637051634,1876.526288781836,1876.526288781836,1876.526288781836,1975.1237027084883,1904.3447018434738
2025-05-10T23:49:42.964948,15620.98,15362.9,15286.99,13874.98,18860.58,14851.94
2025-05-11T10:07:17.931720,15118.5785,16048.201904761905,16048.201904761905,16048.201904761905,18206.856666666667,15394.137272727274
2025-05-11T12:03:19.937802,15118.5785,16048.201904761905,16048.201904761905,16048.201904761905,18206.856666666667,15394.137272727274
2025-05-11T12:39:59.705644,15118.5785,16048.201904761905,16048.201904761905,16048.201904761905,18206.856666666667,15394.137272727274
2025-05-11T12:41:12.797211,15620.98,15362.9,15286.99,13874.98,18860.58,14851.94
2025-05-11T12:41:35.757651,15456.0625,15266.288,15266.288,15478.496,18849.678,15009.805
2025-05-11T12:41:54.463857,15118.5785,16048.201904761905,16048.201904761905,16048.201904761905,18206.856666666667,15394.137272727274
2025-05-11T12:42:23.210064,15620.98,15362.9,15286.99,13874.98,18860.58,14851.94
2025-05-11T12:44:57.385078,15118.5785,16048.201904761905,16048.201904761905,16048.201904761905,18206.856666666667,15394.137272727274
2025-05-11T13:00:51.792578,15118.5785,16048.201904761905,16048.201904761905,16048.201904761905,18206.856666666667,15394.137272727274
2025-05-11T13:01:35.550513,15620.98,15362.9,15286.99,13874.98,18860.58,14851.94
2025-05-11T13:03:57.335003,15118.5785,16048.201904761905,16048.201904761905,16048.201904761905,18206.856666666667,15394.137272727274
2025-05-11T13:09:26.459901,15118.5785,16048.201904761905,16048.201904761905,16048.201904761905,18206.856666666667,15394.137272727274
2025-05-11T13:10:08.201754,15620.98,15362.9,15286.99,13874.98,18860.58,14851.94
2025-05-11T13:13:43.563933,15118.5785,16048.201904761905,16048.201904761905,16048.201904761905,18206.856666666667,15394.137272727274
2025-05-11T13:14:27.076297,15620.98,15362.9,15286.99,13874.98,18860.58,14851.94
2025-05-11T13:18:42.073288,15118.5785,16048.201904761905,16048.201904761905,16048.201904761905,18206.856666666667,15394.137272727274
2025-05-11T13:19:09.050327,15620.98,15362.9,15286.99,13874.98,18860.58,14851.94
