Date,Price,Commodity,Units,Type,Data Source,Ticker,has_quality_issues
2025-01-03,29.623,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy,True
2025-01-06,29.957,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy,True
2025-01-07,30.0512,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy,True
2025-01-08,30.1045,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy,True
2025-01-09,30.1335,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy,True
2025-01-10,30.4077,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy,True
2025-01-13,29.6132,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy,True
2025-01-14,29.9036,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy,True
2025-01-15,30.653,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy,True
2025-01-16,30.8145,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy,True
2025-01-17,30.367,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy,True
2025-01-20,30.5439,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy,True
2025-01-21,30.7808,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy,True
2025-01-22,30.8283,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy,True
2025-01-23,30.454,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy,True
2025-01-24,30.585,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy,True
2025-01-27,30.218,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy,True
2025-01-28,30.4207,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy,True
2025-01-29,30.8487,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy,True
2025-01-30,31.596,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy,True
2025-01-31,31.3047,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy,True
2025-02-03,31.599,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy,True
2025-02-04,32.168,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy,True
2025-02-05,32.3108,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy,True
2025-02-06,32.1758,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy,True
2025-02-07,31.8155,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy,True
2025-02-10,32.0522,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy,True
2025-02-11,31.8155,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy,True
2025-02-12,32.2388,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy,True
2025-02-13,32.3442,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy,True
