Date,Price,Commodity,Units,Type,Data Source,Ticker,has_quality_issues
2024-04-19,19161.22,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-04-22,19573.0,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-04-23,18846.07,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-04-24,18794.74,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-04-25,18994.03,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-04-26,18937.89,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-04-29,18975.04,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-04-30,19065.0,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-05-01,18696.28,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-05-02,18465.04,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-05-03,19047.03,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-05-07,19063.74,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-05-08,18696.78,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-05-09,18860.58,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-05-10,18780.34,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-05-13,19027.23,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-05-14,18858.98,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-05-15,19264.6,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-05-16,19575.76,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-05-17,20829.75,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-05-20,21338.95,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-05-21,21024.77,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-05-22,20101.02,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-05-23,19849.62,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-05-24,20018.46,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-05-28,20217.72,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-05-29,20214.98,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-05-30,19807.88,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-05-31,19455.57,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-06-03,19177.83,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-06-04,18820.55,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-06-05,18032.02,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-06-06,18301.62,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-06-07,17790.4,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-06-10,17645.94,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-06-11,17563.87,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-06-12,17808.68,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-06-13,17396.42,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-06-14,17328.19,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-06-17,17198.86,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-06-18,17025.68,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-06-19,17106.96,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-06-20,17163.56,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-06-21,16978.13,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-06-24,17060.47,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-06-25,16895.65,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-06-26,16781.48,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-06-27,16843.6,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-06-28,17040.24,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-07-01,17095.99,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-07-02,16740.92,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-07-03,17061.29,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-07-04,16964.51,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-07-05,17082.21,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-07-08,17198.67,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-07-09,16861.61,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-07-10,16606.41,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-07-11,16533.2,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-07-12,16577.85,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-07-15,16417.26,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-07-16,16304.44,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-07-17,16177.26,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-07-18,16150.11,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-07-19,15985.5,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-07-22,15906.56,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-07-23,15741.84,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-07-24,15555.79,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-07-25,15502.6,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-07-26,15539.55,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-07-29,15564.79,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-07-30,15797.63,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-07-31,16336.14,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-08-01,16022.89,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-08-02,16012.74,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-08-05,16017.1,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-08-06,16128.16,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-08-07,16031.27,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-08-08,15887.13,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-08-09,15895.39,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-08-12,16095.15,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-08-13,16060.31,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-08-14,16018.71,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-08-15,16069.56,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-08-16,16130.15,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-08-19,16412.7,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-08-20,16786.53,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-08-21,16665.79,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-08-22,16360.78,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-08-23,16537.87,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-08-27,16905.83,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-08-28,16781.55,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-08-29,16776.11,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-08-30,16538.74,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-09-02,16383.96,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-09-03,16208.37,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-09-04,15958.64,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-09-05,15821.43,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-09-06,15637.1,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-09-09,15657.18,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-09-10,15497.71,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-09-11,15865.87,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-09-12,15898.57,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-09-13,15709.67,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-09-16,16033.92,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-09-17,15935.56,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-09-18,15980.73,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-09-19,16097.02,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-09-20,16274.42,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-09-23,16302.9,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-09-24,16464.95,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-09-25,16554.1,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-09-26,16497.51,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-09-27,16755.1,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-09-30,17266.3,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-10-01,17449.18,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-10-02,17896.38,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-10-03,17339.51,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-10-04,17743.33,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-10-07,17792.88,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-10-08,17517.67,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-10-09,17105.41,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-10-10,17288.7,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-10-11,17615.14,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-10-14,17409.09,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-10-15,17162.89,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-10-16,17019.91,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-10-17,16753.79,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-10-18,16643.45,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-10-21,16435.84,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-10-22,16054.31,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-10-23,16052.03,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-10-24,16047.37,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-10-25,15921.83,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-10-28,15751.17,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-10-29,15609.88,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-10-30,15551.08,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-10-31,15452.64,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-11-01,15689.49,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-11-04,15748.74,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-11-05,15864.94,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-11-06,15870.03,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-11-07,16343.63,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-11-08,16155.33,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-11-11,15852.72,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-11-12,15643.01,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-11-13,15478.31,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-11-14,15373.63,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-11-15,15291.97,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-11-18,15486.33,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-11-19,15623.56,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-11-20,15666.75,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-11-21,15476.57,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-11-22,15737.13,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-11-25,15966.66,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-11-26,15760.33,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-11-27,15646.26,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-11-28,15837.58,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-11-29,15671.27,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-12-02,15461.59,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-12-03,15791.32,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-12-04,15881.33,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-12-05,15754.72,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-12-06,15824.52,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-12-09,15763.38,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-12-10,15480.35,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-12-11,15622.59,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-12-12,15940.6,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-12-13,15633.39,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-12-16,15474.51,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-12-17,15268.9,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-12-18,15273.52,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-12-19,14883.3,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-12-20,15135.91,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-12-23,15060.17,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-12-24,15257.59,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-12-27,15089.38,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-12-30,15189.83,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2024-12-31,15110.95,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2025-01-02,14851.94,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2025-01-03,14886.5,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2025-01-06,14949.06,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2025-01-07,15171.48,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2025-01-08,15226.73,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2025-01-09,15272.08,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2025-01-10,15450.61,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2025-01-13,15675.79,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2025-01-14,15733.07,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2025-01-15,15629.05,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2025-01-16,15755.29,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2025-01-17,15885.58,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2025-01-20,15881.52,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2025-01-21,15853.07,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2025-01-22,15499.2,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2025-01-23,15461.25,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2025-01-24,15462.09,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2025-01-27,15341.34,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2025-01-28,15221.4,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2025-01-29,15280.46,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2025-01-30,15180.39,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2025-01-31,15003.12,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2025-02-03,14993.57,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2025-02-04,15048.41,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2025-02-05,15311.46,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2025-02-06,15594.36,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2025-02-07,15537.8,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2025-02-10,15297.75,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
2025-02-11,15312.94,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty,True
